platform,text,likes,comments,shares,views,date,text_clean,is_fashion,language
Instagram,"One-shoulder net kurta with black sequin motifs, paired with a chic sharara. Perfect for weddings, receptions & festive nights🖤✨

#NepalFashion #EthnicWearNepal #ShararaStyle #NepalDesigner #NepalOutfit #KurtaLove #OneShoulderStyle #FestiveFashionNepal #NepalStyle #MadeInNepal #Saaranz",21,0,0,0,2025-09-21 10:35:55+00:00,"One-shoulder net kurta with black sequin motifs, paired with a chic sharara. Perfect for weddings, receptions & festive nights🖤✨ #NepalFashion #EthnicWearNepal #ShararaStyle #NepalDesigner #NepalOutfit #KurtaLove #OneShoulderStyle #FestiveFashionNepal #NepalStyle #MadeInNepal #Saaranz",True,English
Instagram,"Festivals are about love, blessings & traditions ✨ 
Let your little one shine in ethnic wear made for these special moments 
Dashain Vibes ❤️
Perfect festive look for your little ones ❤️

#kidswearnepal #babyoutfitnepal #dashainoutfit #tiharoutfit #ethnikkidswear #nepalmoms #nepalparents #swaddlebabynepal #festivefashionnepal #babystyle",0,0,0,0,2025-09-21 07:09:39+00:00,"Festivals are about love, blessings & traditions ✨ Let your little one shine in ethnic wear made for these special moments Dashain Vibes ❤️ Perfect festive look for your little ones ❤️ #kidswearnepal #babyoutfitnepal #dashainoutfit #tiharoutfit #ethnikkidswear #nepalmoms #nepalparents #swaddlebabynepal #festivefashionnepal #babystyle",True,English
Instagram,"✨ Price: RS 2870/- (M–3XL)
✨ Price: RS 3070/- (4XL–7XL)

Orchid Nepal Collection | Plus Size Dashain Special 🌸💃

Breathe easy in style this Dashain with our Pure Mul Cotton Pant Set, designed for elegance, comfort & festive grace. 🌼

👗 Kurti: Mul cotton with heavy floral embroidery, matching prints (47"" length)
👖 Pant: Comfortable mul cotton (38"")
🧣 Dupatta: Mul cotton, soft & airy (2.2 mtr)
📏 Sizes: M, L, XL, XXL, 3XL | Plus Sizes: 4XL–7XL
🌸 Perfect for daily wear, festive gatherings & casual outings

🌍 Delivery across Nepal & Worldwide
💎 Premium Quality | Ready to Dispatch

#OrchidNepal #OrchidNepalCollection #PlusSizeKurtisNepal #Dashain2025 #FestiveFashionNepal #OrchidStyle",-1,0,0,0,2025-09-18 03:19:30+00:00,"✨ Price: RS 2870/- (M–3XL) ✨ Price: RS 3070/- (4XL–7XL) Orchid Nepal Collection | Plus Size Dashain Special 🌸💃 Breathe easy in style this Dashain with our Pure Mul Cotton Pant Set, designed for elegance, comfort & festive grace. 🌼 👗 Kurti: Mul cotton with heavy floral embroidery, matching prints (47"" length) 👖 Pant: Comfortable mul cotton (38"") 🧣 Dupatta: Mul cotton, soft & airy (2.2 mtr) 📏 Sizes: M, L, XL, XXL, 3XL | Plus Sizes: 4XL–7XL 🌸 Perfect for daily wear, festive gatherings & casual outings 🌍 Delivery across Nepal & Worldwide 💎 Premium Quality | Ready to Dispatch #OrchidNepal #OrchidNepalCollection #PlusSizeKurtisNepal #Dashain2025 #FestiveFashionNepal #OrchidStyle",True,English
Instagram,"✨ Orchid Nepal Collection | Dashain Exclusive ✨

Celebrate this Dashain in style with our Premium Pure Chinon Silk 3-Piece Set 💃🌸. Designed for elegance and comfort, it’s perfect for festive gatherings & special occasions.

👗 Kurta: Pure Chinon Silk with heavy sequin embroidery, micro inner, 42” length
👖 Plazo: Pure Chinon Silk with embroidery, full flair, micro inner, 40” length (fully stitched)
🧣 Dupatta: Pure Chinon Silk with sequin embroidery, 2.2 mtr length
📏 Sizes: M(38), L(40), XL(42), XXL(44)
⚖️ Weight: ~950 gm
💸 Price: RS 3520/-

🌸 Premium Quality | Ready to Wear | Ready to Dispatch
🌍 Delivery all over Nepal & Worldwide

#OrchidNepal #OrchidNepalCollection #Dashain2025 #FestiveFashionNepal #OrchidStyle",-1,1,0,0,2025-09-14 09:54:02+00:00,"✨ Orchid Nepal Collection | Dashain Exclusive ✨ Celebrate this Dashain in style with our Premium Pure Chinon Silk 3-Piece Set 💃🌸. Designed for elegance and comfort, it’s perfect for festive gatherings & special occasions. 👗 Kurta: Pure Chinon Silk with heavy sequin embroidery, micro inner, 42” length 👖 Plazo: Pure Chinon Silk with embroidery, full flair, micro inner, 40” length (fully stitched) 🧣 Dupatta: Pure Chinon Silk with sequin embroidery, 2.2 mtr length 📏 Sizes: M(38), L(40), XL(42), XXL(44) ⚖️ Weight: ~950 gm 💸 Price: RS 3520/- 🌸 Premium Quality | Ready to Wear | Ready to Dispatch 🌍 Delivery all over Nepal & Worldwide #OrchidNepal #OrchidNepalCollection #Dashain2025 #FestiveFashionNepal #OrchidStyle",True,English
Instagram,"✨ Orchid Nepal Collection | Dashain Exclusive ✨

Celebrate Dashain in style with this Faux Georgette 3-piece suit set 🌸💃. A perfect blend of elegance and tradition, designed for festive gatherings.

👗 Kurta: Faux Georgette with cotton thread embroidery + GPO lace, silk inner (50” length)
👖 Plazo: Faux Georgette, full flair with embroidery + GPO lace (40” length)
🧣 Dupatta: Faux Georgette with GPO lace border (2.2 mtr)
📏 Sizes: S(36), M(38), L(40), XL(42), XXL(44)
⚖️ Weight: ~800 gm
💸 Price: RS 2850/-

🌸 Premium Quality | Fully Stitched | Ready to Dispatch
🌍 Delivery all over Nepal & Worldwide

#OrchidNepal #OrchidNepalCollection #Dashain2025 #FestiveFashionNepal #OrchidStyle",-1,2,0,0,2025-09-13 15:07:57+00:00,"✨ Orchid Nepal Collection | Dashain Exclusive ✨ Celebrate Dashain in style with this Faux Georgette 3-piece suit set 🌸💃. A perfect blend of elegance and tradition, designed for festive gatherings. 👗 Kurta: Faux Georgette with cotton thread embroidery + GPO lace, silk inner (50” length) 👖 Plazo: Faux Georgette, full flair with embroidery + GPO lace (40” length) 🧣 Dupatta: Faux Georgette with GPO lace border (2.2 mtr) 📏 Sizes: S(36), M(38), L(40), XL(42), XXL(44) ⚖️ Weight: ~800 gm 💸 Price: RS 2850/- 🌸 Premium Quality | Fully Stitched | Ready to Dispatch 🌍 Delivery all over Nepal & Worldwide #OrchidNepal #OrchidNepalCollection #Dashain2025 #FestiveFashionNepal #OrchidStyle",True,English
Instagram,"✨ Orchid Nepal Collection | Dashain Special ✨

Step into the festivities in pure elegance 🌸. Our Crunchy Silk Gown Set brings the perfect mix of comfort & grandeur for this Dashain season 💕.

👗 Gown: Crunchy silk, 4 mtr flair, sequin embroidery, heavy micro cotton inner, full sleeves (48–49 inch)
👖 Pant: Crunchy silk, 40–41 inch length
🧣 Dupatta: Matching crunchy silk with sequin embroidery (2.1 mtr)
📏 Sizes: M(38), L(40), XL(42), XXL(44)
⚖️ Weight: ~1kg
💸 Price: RS 3520/-

🌸 Premium Quality | Fully Stitched | Ready to Dispatch
🌍 Delivery across Nepal & Worldwide

#OrchidNepal #OrchidNepalCollection #DashainWear #FestiveFashionNepal #EthnicElegance",-1,0,0,0,2025-09-13 15:04:03+00:00,"✨ Orchid Nepal Collection | Dashain Special ✨ Step into the festivities in pure elegance 🌸. Our Crunchy Silk Gown Set brings the perfect mix of comfort & grandeur for this Dashain season 💕. 👗 Gown: Crunchy silk, 4 mtr flair, sequin embroidery, heavy micro cotton inner, full sleeves (48–49 inch) 👖 Pant: Crunchy silk, 40–41 inch length 🧣 Dupatta: Matching crunchy silk with sequin embroidery (2.1 mtr) 📏 Sizes: M(38), L(40), XL(42), XXL(44) ⚖️ Weight: ~1kg 💸 Price: RS 3520/- 🌸 Premium Quality | Fully Stitched | Ready to Dispatch 🌍 Delivery across Nepal & Worldwide #OrchidNepal #OrchidNepalCollection #DashainWear #FestiveFashionNepal #EthnicElegance",True,English
Instagram,"✨ Orchid Nepal Collection | Dashain Special ✨

Step into festive elegance 🌸 with our Heavy Chinon Silk Gown Set, crafted to make you stand out this Dashain. 💕

👗 Gown: Pure Chinon Silk, heavy 5mm sequin embroidery, attached pad, 51–53 inch length, 3 mtr flair
👖 Pant: Heavy butter silk with embroidery & elastic fit (40–41 inch)
🧣 Dupatta: Pure Chinon Silk with sequin embroidery, full-stitched (2.1 mtr)
📏 Sizes: M(38), L(40), XL(42) with margin
⚖️ Weight: 800 gm
💸 Price: RS 3690/-

🌸 Premium Quality | Fully Stitched | Ready to Dispatch
🌍 Delivery across Nepal & Worldwide

#OrchidNepal #OrchidNepalCollection #DashainWear #FestiveFashionNepal #PlusSizeKurtisNepal #NepalFashion",-1,4,0,0,2025-09-13 15:02:03+00:00,"✨ Orchid Nepal Collection | Dashain Special ✨ Step into festive elegance 🌸 with our Heavy Chinon Silk Gown Set, crafted to make you stand out this Dashain. 💕 👗 Gown: Pure Chinon Silk, heavy 5mm sequin embroidery, attached pad, 51–53 inch length, 3 mtr flair 👖 Pant: Heavy butter silk with embroidery & elastic fit (40–41 inch) 🧣 Dupatta: Pure Chinon Silk with sequin embroidery, full-stitched (2.1 mtr) 📏 Sizes: M(38), L(40), XL(42) with margin ⚖️ Weight: 800 gm 💸 Price: RS 3690/- 🌸 Premium Quality | Fully Stitched | Ready to Dispatch 🌍 Delivery across Nepal & Worldwide #OrchidNepal #OrchidNepalCollection #DashainWear #FestiveFashionNepal #PlusSizeKurtisNepal #NepalFashion",True,English
Instagram,"""Sangeet bagi rahancha"" #Fusionnepal
at #Mh_lounge_and_bar #bagarkot",2,0,0,0,2026-04-22 12:32:33+00:00,"""Sangeet bagi rahancha"" #Fusionnepal at #Mh_lounge_and_bar #bagarkot",True,English
Instagram,"🌟 Chancen durch digitale Bildung – Fragrance Computer Class 🌟
In Kooperation mit Fusion Nepal entsteht im Kathmandu-Tal ein Lernraum, der Menschen neue Perspektiven eröffnet: ""Fragrance Computer Class – Digital Skills for Opportunities"" 💻✨ Hier erhalten Erwachsene jeden Alters, die am lokalen Arbeitsmarkt bisher kaum Chancen hatten, erstmals Zugang zu digitalem Wissen. Viele von ihnen sitzen zum ersten Mal an einem Laptop – und machen Schritte, die ihre Zukunft nachhaltig verändern können. ✨
📚 Was hier entsteht:
✨ Offene Lernzeiten & strukturierte Computerkurse
✨ Office-Grundlagen, Schreiben, Internetrecherche
✨ Bewerbungs- & Interviewtraining
✨ Zeit- & Selbstmanagement für den Berufsalltag
Und ab dem neuen Schuljahr im April profitieren auch Schüler*innen staatlicher Schulen – mit Zugang zu digitalen Basiskompetenzen und E‑Learning‑Möglichkeiten. 🎒💻
🔥 Warum uns das wichtig ist:
Weil digitale Fähigkeiten heute darüber entscheiden können, ob jemand einen Job findet, sich weiterbilden kann oder neue Hoffnung schöpft. Fusion Nepal schafft einen Ort, an dem genau das möglich wird: Lernen, wachsen, Zukunft entwickeln.
Wir unterstützen die Initiative mit Laptops, Möbeln, Lernmaterialien und der Finanzierung der laufenden Kosten. Doch der entscheidende Schritt kommt von den Menschen selbst: Sie trauen sich zu lernen – und trauen sich, an ihre Zukunft zu glauben. 🌱

#FusionNepal #Menschenimdialog #LetsLearn #ImpactAlliance #Empowerment #FragranceComputerClass #DigitalSkills #LearnAndGrow #HelfenX3",16,1,0,0,2026-03-22 14:20:53+00:00,"🌟 Chancen durch digitale Bildung – Fragrance Computer Class 🌟 In Kooperation mit Fusion Nepal entsteht im Kathmandu-Tal ein Lernraum, der Menschen neue Perspektiven eröffnet: ""Fragrance Computer Class – Digital Skills for Opportunities"" 💻✨ Hier erhalten Erwachsene jeden Alters, die am lokalen Arbeitsmarkt bisher kaum Chancen hatten, erstmals Zugang zu digitalem Wissen. Viele von ihnen sitzen zum ersten Mal an einem Laptop – und machen Schritte, die ihre Zukunft nachhaltig verändern können. ✨ 📚 Was hier entsteht: ✨ Offene Lernzeiten & strukturierte Computerkurse ✨ Office-Grundlagen, Schreiben, Internetrecherche ✨ Bewerbungs- & Interviewtraining ✨ Zeit- & Selbstmanagement für den Berufsalltag Und ab dem neuen Schuljahr im April profitieren auch Schüler*innen staatlicher Schulen – mit Zugang zu digitalen Basiskompetenzen und E‑Learning‑Möglichkeiten. 🎒💻 🔥 Warum uns das wichtig ist: Weil digitale Fähigkeiten heute darüber entscheiden können, ob jemand einen Job findet, sich weiterbilden kann oder neue Hoffnung schöpft. Fusion Nepal schafft einen Ort, an dem genau das möglich wird: Lernen, wachsen, Zukunft entwickeln. Wir unterstützen die Initiative mit Laptops, Möbeln, Lernmaterialien und der Finanzierung der laufenden Kosten. Doch der entscheidende Schritt kommt von den Menschen selbst: Sie trauen sich zu lernen – und trauen sich, an ihre Zukunft zu glauben. 🌱 #FusionNepal #Menschenimdialog #LetsLearn #ImpactAlliance #Empowerment #FragranceComputerClass #DigitalSkills #LearnAndGrow #HelfenX3",True,English
Instagram,"Auch in diesem Jahr hat der heftige Regen in Nepal schwere Schäden verursacht.
Das Wasser stieg plötzlich – innerhalb weniger Minuten stand der gesamte Boden des Zentrums unter Wasser. Kleidung, Teppiche und Spielzeug wurden zerstört.

Trotz Krankheit und Feiertagen hat das Team rund um Laxmi in den letzten Tagen unermüdlich gearbeitet: Sie haben Schmutz entfernt, Räume gereinigt und das Zentrum Stück für Stück wieder aufgebaut.

Die gute Nachricht:
Die Schneiderinnenkurse im Obergeschoss konnten heute wieder starten.

Die traurige:
Der Kinderraum ist stark beschädigt – Teppiche, Stoffe und Spielzeug sind verloren. Damit die Kinder bald wieder einen sicheren Ort zum Lernen und Spielen haben, wollen wir beim Wiederaufbau helfen.

#AshavadiProject #FusionNepal #NepalFloods #HilfeVorOrt #FrauenStärken #KinderSchützen #Solidarität",11,0,0,0,2025-10-08 09:27:09+00:00,"Auch in diesem Jahr hat der heftige Regen in Nepal schwere Schäden verursacht. Das Wasser stieg plötzlich – innerhalb weniger Minuten stand der gesamte Boden des Zentrums unter Wasser. Kleidung, Teppiche und Spielzeug wurden zerstört. Trotz Krankheit und Feiertagen hat das Team rund um Laxmi in den letzten Tagen unermüdlich gearbeitet: Sie haben Schmutz entfernt, Räume gereinigt und das Zentrum Stück für Stück wieder aufgebaut. Die gute Nachricht: Die Schneiderinnenkurse im Obergeschoss konnten heute wieder starten. Die traurige: Der Kinderraum ist stark beschädigt – Teppiche, Stoffe und Spielzeug sind verloren. Damit die Kinder bald wieder einen sicheren Ort zum Lernen und Spielen haben, wollen wir beim Wiederaufbau helfen. #AshavadiProject #FusionNepal #NepalFloods #HilfeVorOrt #FrauenStärken #KinderSchützen #Solidarität",True,English
Instagram,"Neuigkeiten aus Balkhu, Nepal. 🇳🇵 
Unsere Partnerin Laxmi von FUSION schickt uns regelmäßig Updates und jedes Mal berührt es uns aufs Neue, was dort entsteht.
32 Frauen besuchen inzwischen das kostenlose Nähtraining, viele zum ersten Mal überhaupt in einem Lernumfeld.
Gleich nebenan wachsen die Mauern von 10 neuen Häusern  für Familien, die bisher unter Planen gelebt haben.
Ein Schritt nach dem anderen. Gemeinsam.

#ashavadiproject #fusionnepal #frauenstärken #zukunftbauen #balkhu #nepal #ngo #ehrenamt",15,2,0,0,2025-07-13 13:33:09+00:00,"Neuigkeiten aus Balkhu, Nepal. 🇳🇵 Unsere Partnerin Laxmi von FUSION schickt uns regelmäßig Updates und jedes Mal berührt es uns aufs Neue, was dort entsteht. 32 Frauen besuchen inzwischen das kostenlose Nähtraining, viele zum ersten Mal überhaupt in einem Lernumfeld. Gleich nebenan wachsen die Mauern von 10 neuen Häusern für Familien, die bisher unter Planen gelebt haben. Ein Schritt nach dem anderen. Gemeinsam. #ashavadiproject #fusionnepal #frauenstärken #zukunftbauen #balkhu #nepal #ngo #ehrenamt",True,English
Instagram,"Steelcase Personality Plus Task Mesh Chair with Headrest
Discover the Steelcase Personality Plus Chair, where innovative design meets personal customization. This chair offers exceptional ergonomic support while allowing you to express your individual style, making it a standout choice for any modern workspace.Transform your office with the Steelcase Personality Plus Chair, available now at Fusion Furniture. Experience the perfect blend of comfort and personality!#kathmandufurniture #fusionnepal #Steelcase #SitBetter #furnitureinnepal #WorkBetter #officechairs #OfficeFurniture",0,0,0,0,2025-06-13 07:13:37+00:00,"Steelcase Personality Plus Task Mesh Chair with Headrest Discover the Steelcase Personality Plus Chair, where innovative design meets personal customization. This chair offers exceptional ergonomic support while allowing you to express your individual style, making it a standout choice for any modern workspace. Transform your office with the Steelcase Personality Plus Chair, available now at Fusion Furniture. Experience the perfect blend of comfort and personality! #kathmandufurniture #fusionnepal #Steelcase #SitBetter #furnitureinnepal #WorkBetter #officechairs #OfficeFurniture",True,English
Instagram,"Discover the Steelcase Personality Plus Chair, where innovative design meets personal customization. This chair offers exceptional ergonomic support while allowing you to express your individual style, making it a standout choice for any modern workspace.

Transform your office with the Steelcase Personality Plus Chair, available now at Fusion Furniture. Experience the perfect blend of comfort and personality!

#kathmandufurniture #fusionnepal #Steelcase #SitBetter #furnitureinnepal #WorkBetter #officechairs #OfficeFurniture",0,0,0,0,2025-06-02 05:15:55+00:00,"Discover the Steelcase Personality Plus Chair, where innovative design meets personal customization. This chair offers exceptional ergonomic support while allowing you to express your individual style, making it a standout choice for any modern workspace. Transform your office with the Steelcase Personality Plus Chair, available now at Fusion Furniture. Experience the perfect blend of comfort and personality! #kathmandufurniture #fusionnepal #Steelcase #SitBetter #furnitureinnepal #WorkBetter #officechairs #OfficeFurniture",True,English
Instagram,"💛 Wusstest Du, dass wir mit dem Mindfulness Trekking in Nepal nicht nur Dich stärken – sondern auch Frauen vor Ort?

🤝🏼✨ In Kooperation mit @ashavadi.project unterstützen wir das Projekt FUSION, eine Schneiderinnen-Ausbildung im Slumviertel Balkhu in Kathmandu.🧵🇳🇵

Hier leben viele Frauen mit ihren Kindern unter extrem schweren Lebensbedingungen in großer Armut – ohne geregeltes Einkommen, ohne Perspektive.

Was das Projekt leistet:
🧵 Frauen lernen in einer fundierten Ausbildung das Schneiderhandwerk
🖇️ Sie bekommen auch Business-Basics an die Hand
👗 Nach der Ausbildung können sie im Co-Working-Space erste Aufträge umsetzen
🌱 Ziel: Wirtschaftliche Unabhängigkeit & ein selbstbestimmtes Leben - auch für ihre Kinder

💛 Deshalb fließt ein großer Teil unseres Gewinns in dieses Projekt.💛

Wenn Du also mit uns reist, unterstützt Du nicht nur Deine eigene Entwicklung, sondern auch die von  Frauen in schweren Lebenssituationen - auf der anderen Seite der Welt.

📅 Termine:
23.03. – 06.04.2026: Langtang
8.04. - 22.04.2026: Poon Hill

ℹ️ Online-Infoabend: 29.06. um 19:00 Uhr 
(für eine Anmeldung schreib uns einfach an 🫶🏼)

Alle Infos zu den Reisen & zur Anmeldung:
www.wanderwohl.de/nepal-trekking

#ichfühlmichwanderwohl
📷 @ashavadi.project 
⸻

#wanderwohl #nepal #trekkingreise #mindfultrekking #frauenstärken #empowerment #ashavadiproject #fusionnepal #perspektivenschaffen #gemeinsamistbesser #wandern #wanderlust #achtsamkeit",41,0,0,0,2025-05-31 06:10:00+00:00,"💛 Wusstest Du, dass wir mit dem Mindfulness Trekking in Nepal nicht nur Dich stärken – sondern auch Frauen vor Ort? 🤝🏼✨ In Kooperation mit .project unterstützen wir das Projekt FUSION, eine Schneiderinnen-Ausbildung im Slumviertel Balkhu in Kathmandu.🧵🇳🇵 Hier leben viele Frauen mit ihren Kindern unter extrem schweren Lebensbedingungen in großer Armut – ohne geregeltes Einkommen, ohne Perspektive. Was das Projekt leistet: 🧵 Frauen lernen in einer fundierten Ausbildung das Schneiderhandwerk 🖇️ Sie bekommen auch Business-Basics an die Hand 👗 Nach der Ausbildung können sie im Co-Working-Space erste Aufträge umsetzen 🌱 Ziel: Wirtschaftliche Unabhängigkeit & ein selbstbestimmtes Leben - auch für ihre Kinder 💛 Deshalb fließt ein großer Teil unseres Gewinns in dieses Projekt.💛 Wenn Du also mit uns reist, unterstützt Du nicht nur Deine eigene Entwicklung, sondern auch die von Frauen in schweren Lebenssituationen - auf der anderen Seite der Welt. 📅 Termine: 23.03. – 06.04.2026: Langtang 8.04. - 22.04.2026: Poon Hill ℹ️ Online-Infoabend: 29.06. um 19:00 Uhr (für eine Anmeldung schreib uns einfach an 🫶🏼) Alle Infos zu den Reisen & zur Anmeldung: #ichfühlmichwanderwohl 📷 .project ⸻ #wanderwohl #nepal #trekkingreise #mindfultrekking #frauenstärken #empowerment #ashavadiproject #fusionnepal #perspektivenschaffen #gemeinsamistbesser #wandern #wanderlust #achtsamkeit",True,English
Instagram,"🌟 Exciting Offer Alert! 🌟
Fusion Nepal brings you an unbeatable deal! Get your hands on premium-quality AirPods for just Rs. 2999! 🎧✨ Experience crystal-clear sound and seamless connectivity without breaking the bank.

🔥 Why Choose Our AirPods?

Superior audio quality
Long-lasting battery life
Sleek and lightweight design
Perfect for music, calls, and more!
🚚 Limited stock available, so hurry and grab yours before they’re gone! Visit our store or message us now to order!
#FusionNepal #AirPodsDeal #AffordableLuxury #Rs2999 #TechLovers #NepalShopping #MusicOnTheGo #WirelessEarphones #SoundExperience #BestPrice #ShopSmart #TrendingNow #GadgetDeals #NepalTech #FashionableTech #MusicLovers #EasyConnect",2,0,0,0,2024-11-04 10:15:06+00:00,"🌟 Exciting Offer Alert! 🌟 Fusion Nepal brings you an unbeatable deal! Get your hands on premium-quality AirPods for just Rs. 2999! 🎧✨ Experience crystal-clear sound and seamless connectivity without breaking the bank. 🔥 Why Choose Our AirPods? Superior audio quality Long-lasting battery life Sleek and lightweight design Perfect for music, calls, and more! 🚚 Limited stock available, so hurry and grab yours before they’re gone! Visit our store or message us now to order! #FusionNepal #AirPodsDeal #AffordableLuxury #Rs2999 #TechLovers #NepalShopping #MusicOnTheGo #WirelessEarphones #SoundExperience #BestPrice #ShopSmart #TrendingNow #GadgetDeals #NepalTech #FashionableTech #MusicLovers #EasyConnect",True,English
Instagram,"🔥!!Offer!!Offer!!🔥
Its Steelcase personality 

Place your order now. 🙂
Link➡️ http://khorsani.com
Website➡️https://bit.ly/379SyvD
Call/WhatsApp ☎️- 9801233332 / 9801014806
#SeatingCollection #Comfort #OfficeFurniture
#Workspace #furniture #innovative #innovation #design #technology #style #trending #premium #chair #comfortable #business #motivation #success #fusionnepal #steelcasenepal #interiorstyling",5,2,0,0,2022-02-03 11:00:51+00:00,🔥!!Offer!!Offer!!🔥 Its Steelcase personality Place your order now. 🙂 Link➡️ Website➡️ Call/WhatsApp ☎️- 9801233332 / 9801014806 #SeatingCollection #Comfort #OfficeFurniture #Workspace #furniture #innovative #innovation #design #technology #style #trending #premium #chair #comfortable #business #motivation #success #fusionnepal #steelcasenepal #interiorstyling,True,English
Instagram,"❄️ New Winter Arrival at Shibi Styling! ❄️
Stay warm and stylish with our Premium Quilted Hoodie Jacket 💗✨
Soft • Cozy • Trendy — perfect for this winter season!

✔ Double-layer warm lining
✔ Hoodie + quilted design
✔ Premium quality fabric
✔ Limited stock!

#ShiBiStyling #WinterFashionNepal #WomenJacketNepal #TrendyWearNepal #winteroutfit2025",3,1,0,0,2025-12-02 04:09:46+00:00,❄️ New Winter Arrival at Shibi Styling! ❄️ Stay warm and stylish with our Premium Quilted Hoodie Jacket 💗✨ Soft • Cozy • Trendy — perfect for this winter season! ✔ Double-layer warm lining ✔ Hoodie + quilted design ✔ Premium quality fabric ✔ Limited stock! #ShiBiStyling #WinterFashionNepal #WomenJacketNepal #TrendyWearNepal #winteroutfit2025,True,English
Instagram,"Soft knit, elegant details & free size for the perfect fit 🤍
Available in 4 colors — DM to order!

#FreeSizeTop #KoreanTopNepal #RuffleTop #NewArrivalsNepal #TrendyWearNepal #KoreanFashionNepal #WinterCollection #ElegantWear #DailyOutfitNepal #LitUpFashion",-1,1,0,0,2025-11-28 07:06:31+00:00,"Soft knit, elegant details & free size for the perfect fit 🤍 Available in 4 colors — DM to order! #FreeSizeTop #KoreanTopNepal #RuffleTop #NewArrivalsNepal #TrendyWearNepal #KoreanFashionNepal #WinterCollection #ElegantWear #DailyOutfitNepal #LitUpFashion",True,English
Instagram,"Happy Diwali from Amrit Readymade Family ✨❤️ May everyone have a glowy year ahead ✨ 

#TrendyWearNepal #tihar #tiharspecial",7,0,0,0,2025-10-20 11:53:33+00:00,Happy Diwali from Amrit Readymade Family ✨❤️ May everyone have a glowy year ahead ✨ #TrendyWearNepal #tihar #tiharspecial,True,English
Instagram,"Tods Tote 
Tan distressed suede, a studded accents near bottom with SHW 
Condition: 9.7/10 - never carried
Dimensions: approx. 15.5 x 5 x 14”
Handle Drop: approx. 5”
Includes third party authentication
OUR PRICE: $495 CAD 

——————————————————-

🌟DCG LAST CALL makes no claims to be affiliated with the designer brands posted on this page. We are an online business that prides itself in connecting buyers and sellers with authentic preloved designer items only. The ownership of any trademarks connected to products sold on this page are reserved to the original brand owner.🌟

 #torontoconsignment #luxuryhandbags #trustedseller #fashionaddict #designertotebag",0,0,0,0,2026-04-27 13:38:01+00:00,"Tods Tote Tan distressed suede, a studded accents near bottom with SHW Condition: 9.7/10 - never carried Dimensions: approx. 15.5 x 5 x 14” Handle Drop: approx. 5” Includes third party authentication OUR PRICE: $495 CAD ——————————————————- 🌟DCG LAST CALL makes no claims to be affiliated with the designer brands posted on this page. We are an online business that prides itself in connecting buyers and sellers with authentic preloved designer items only. The ownership of any trademarks connected to products sold on this page are reserved to the original brand owner.🌟 #torontoconsignment #luxuryhandbags #trustedseller #fashionaddict #designertotebag",True,English
Instagram,"💃 Why settle for ordinary when you can rock the extraordinary? 

Introducing our *50% Isn't Average, It's 100 Proof* Women's Relaxed V-Neck T-Shirt! 🥳✨ Made from the softest fabric, it’s designed to hug you in all the right places while keeping it effortlessly stylish. Pair it with your favorite jeans or throw it on for a cozy night in—comfort never looked this good! ☁️👌 At just $27.99, it’s the perfect addition to your wardrobe that exudes confidence and charm.

You’ll want one in every color—trust us on this one. 😉💖

#WomensFashion #OOTD #TshirtWeather #StyleInspiration #ConfidenceWear #CasualChic #FashionFinds #WardrobeEssentials #ComfortFirst #FashionAddict

Shop Now https://bourbon-barrel-mafia.myshopify.com/products/50-isnt-average-its-100-proof-women-s-relaxed-v-neck-t-shirt",0,0,0,0,2026-04-27 13:35:22+00:00,"💃 Why settle for ordinary when you can rock the extraordinary? Introducing our *50% Isn't Average, It's 100 Proof* Women's Relaxed V-Neck T-Shirt! 🥳✨ Made from the softest fabric, it’s designed to hug you in all the right places while keeping it effortlessly stylish. Pair it with your favorite jeans or throw it on for a cozy night in—comfort never looked this good! ☁️👌 At just $27.99, it’s the perfect addition to your wardrobe that exudes confidence and charm. You’ll want one in every color—trust us on this one. 😉💖 #WomensFashion #OOTD #TshirtWeather #StyleInspiration #ConfidenceWear #CasualChic #FashionFinds #WardrobeEssentials #ComfortFirst #FashionAddict Shop Now",True,English
Instagram,"Elevate your style with the Olivia's Crossroads Seamed Cowl Neck Blouse by LIV HABITAT. 🌿👗 This elegant lavender piece seamlessly transitions from day to night, offering the perfect mix of comfort and sophistication. With its relaxed fit and seaming details, it's a must-have in every fashionista's wardrobe. Ready to turn heads? Discover yours today: https://shortlink.store/oilhuh38rfx- #FashionForward #StyleInspo #CowlNeckBlouse #LavenderLove #ChicAndComfy #OOTD #WardrobeStaple #Fashionista #DayToNight #EffortlessStyle #Trendy #FashionAddict #WomenWhoWear #FashionBlogger #OutfitInspo #SeamlessStyle #FashionGoals #WardrobeGoals #ShopNow #LIVHABITAT",0,0,0,0,2026-04-27 13:33:56+00:00,"Elevate your style with the Olivia's Crossroads Seamed Cowl Neck Blouse by LIV HABITAT. 🌿👗 This elegant lavender piece seamlessly transitions from day to night, offering the perfect mix of comfort and sophistication. With its relaxed fit and seaming details, it's a must-have in every fashionista's wardrobe. Ready to turn heads? Discover yours today: #FashionForward #StyleInspo #CowlNeckBlouse #LavenderLove #ChicAndComfy #OOTD #WardrobeStaple #Fashionista #DayToNight #EffortlessStyle #Trendy #FashionAddict #WomenWhoWear #FashionBlogger #OutfitInspo #SeamlessStyle #FashionGoals #WardrobeGoals #ShopNow #LIVHABITAT",True,English
